name,artist,id,danceability,acousticness,liveness,loudness,speechiness,mood
Neneppudaina,Thaman S,2NOTi5LCnVtftncWP9nXiG,0.669,0.547,0.127,0.7398015435501655,0.0829,romantic
Neetho Unte,Niranjan NJ,0Djklwm4UVEoq1vtssRFge,0.61,0.382,0.122,0.4280222891027743,0.0312,romantic
"Aadavallu Meeku Joharlu - Title Song (From ""Aadavallu Meeku Joharlu"")",Devi Sri Prasad,7l43TugVLfbCcWPH3PFbGm,0.57,0.28,0.186,0.7344080574510564,0.442,energetic
Indhrudo Chandrudo,Mani Sharma,7GuD0jcXqQSURcagKqwwPA,0.565,0.403,0.0689,0.7689144491790578,0.17,romantic
MATLADUKUNDHAM,IN SAINITY,68w7b1E7BZ9SKmwFbQTreZ,0.777,0.0651,0.0826,0.6355970082541197,0.27,energetic
Vaadu Veedu,Aslam Keyi,54nILgCUfVgxr4MJx7M9Rr,0.708,0.184,0.104,0.6874459906433446,0.301,energetic
Dont Worry Be Happy,Raj-Koti,5jPaEKnq15ofpK1MjTRwcn,0.792,0.0359,0.0862,0.6509729133764415,0.165,energetic
Vaaru Veeru,Mani Sharma,2os5ZEWZ2lwGRh4aBYOAE4,0.779,0.115,0.0177,0.895467683780804,0.115,energetic
Brahma Murari,Hamsa Lekha,1W6ZVmckg340M7coqaWtvW,0.671,0.695,0.209,0.6319318215679848,0.136,Chill
Inte Inthinte,Mani Sharma,3xEaUi7UNC2cNOq2exkl6Q,0.866,0.182,0.0654,0.7130129026490659,0.0782,energetic
Kondapalli Raja,M. M. Keeravani,6z2xwWlb4MsUEOadmexiyF,0.9,0.863,0.078,0.672397866444173,0.0688,Chill
Preminche Premava,A.R. Rahman,1FtRJTH2uCemK3N2qUOb3U,0.669,0.363,0.179,0.7205816621472632,0.0358,romantic
"Jigelu Rani (From ""Rangasthalam"")",Chandra Bose,5z3JFg0tq7sB4FvLrUubHU,0.703,0.706,0.147,0.8083375547543133,0.207,romantic
Kadanakuthuhalam,M. Balamuralikrishna,60YYoEJxp3BLbrLXicxpMt,0.631,0.986,0.214,0.5626210554545726,0.158,Chill
"Aadhi Bikshuvu (From ""Sirivennela"")",S. P. Balasubrahmanyam,2RcBPXHSHG92DlkD5Npzc5,0.519,0.844,0.0606,0.7770493757263328,0.053,Chill
I Want A,Mani Sharma,7fVB0SatpG7PNhXQqee3Z2,0.935,0.0656,0.0559,0.7535683423224768,0.0874,energetic
Chandrullo Unde,Devi Sri Prasad,4b4xkbpRpA8jHbP8GVLYWR,0.814,0.0771,0.0836,0.7153669656425996,0.0698,energetic
Baguntundhi Nuvvu Navvithe,Shekar Chandra,1eWooUUh7E796VP86o15BN,0.76,0.504,0.0957,0.6954021275961739,0.0426,romantic
Gongoora Thota,Devi Sri Prasad,3TeGBS4boert6YCIkhUaDI,0.747,0.148,0.0676,0.7390267886409012,0.226,energetic
Kola Kalle Ilaa,Vishal Chandrashekhar,7GfyeCjPx05EUlAfMksojh,0.575,0.684,0.0775,0.6408117047587831,0.038,Chill
Hey Naayak,Thaman S,0RYxt6lzgvfuhVdIcODJvQ,0.675,0.754,0.25,0.7637295509401354,0.13,Chill
Dikka Dikka Dum Dum,Anup Rubens,0RCoXnxYnUzHGvHrzHq9Dt,0.852,0.513,0.32,0.8028546738579815,0.348,romantic
Gulabi Kallu Rendu Mullu,Yuvan Shankar Raja,7Kd2C4NcmMRk0N7M3LRvLS,0.658,0.168,0.12,0.7864954259662088,0.0371,energetic
Violin Song,Devi Sri Prasad,1C2gJaINSao4GEXySYopiS,0.806,0.0827,0.164,0.8412348401323043,0.0627,energetic
Pilichina Palukavu,T. V. Raju,7dcy16kLyW98wPnI6LozLr,0.433,0.917,0.0959,0.6747817277034477,0.0934,Chill
Sairo Sairo,Thaman S,2uF7JGH6B2FZ95m1hkFHSF,0.825,0.0804,0.409,0.8047617628654012,0.0565,energetic
"Nachav Abbai (From ""Nenu Meeku Baaga Kavalsinavaadini"")",Dhanunjay Seepana,16rZJ4rrpUL8JKuwH3Mxdi,0.549,0.0421,0.046,0.8598289579546471,0.0861,energetic
He’S Soo Cute,Devi Sri Prasad,4Ijq9U4ZvXuLord5plNeKR,0.82,0.412,0.054,0.8214785899460652,0.185,romantic
Evare Nuvvu - Remix,Yuvan Shankar Raja,2JxA81CLT7LzapTdsCmu4i,0.834,0.146,0.0454,0.772907416788343,0.102,energetic
Aleba Aleba,Mani Sharma,0PwtZJLkFZJqJKRrXTCobY,0.932,0.0203,0.133,0.7642957179892131,0.0869,energetic
Ammay Nadumu,Karthik,77ht3F8iR0JxLojopPAoOy,0.849,0.25,0.761,0.8084269495515362,0.132,cheerful
Sri Rama Lera,Ilaiyaraaja,5mKmfOx4m0x5t4VPk4fD7T,0.501,0.573,0.157,0.6835722160970232,0.0288,romantic
Unnaadi Poola Pakka,Yuvan Shankar Raja,4DqcWnBU8dJf5Y2ahqQfsG,0.901,0.229,0.36,0.8663845764176525,0.0707,energetic
Vangathota,Devi Sri Prasad,6UV7beUXr43OhpNQhXalJj,0.868,0.033,0.0935,0.7431985458446319,0.12,energetic
Vayasa Chusuko,Ramana Gogula,3ED2BFRpLVhL0MBA709emX,0.795,0.39,0.319,0.8262463124646146,0.0737,romantic
Vendimabhu Therumeeda,A.R. Rahman,1nnZR6t2IS2kyIhFmLy1hV,0.627,0.798,0.138,0.5540689531869245,0.0767,Chill
Hello,Anup Rubens,3P8Dp6N9HemW49uvM8sCE1,0.738,0.426,0.13,0.7254983759945172,0.0332,romantic
Hemantha Manchu Suridu,Mangli,1QcSOePEw1io0V2mFx2XuG,0.791,0.56,0.175,0.8253821627581275,0.141,romantic
Pillalu Devudu,M. S. Viswanathan,4fIHH5YZe6AHfPpLHn8pq6,0.387,0.959,0.404,0.6408713012902649,0.0409,Chill
Andarani Andaraani,Varam,6pEs6U9yw5Lc37Qvx8WYFJ,0.881,0.517,0.0649,0.7421556065436992,0.138,romantic
Kanulu Kanulatho,K. V. Mahadevan,4C01JmbFwk1qliFhuYu0iP,0.508,0.99,0.295,0.6357459995828243,0.0382,Chill
Edo Oka Raagam Female,S.A. Rajkumar,77gQaWV8Wm22eBBk5QFU7d,0.647,0.676,0.126,0.7596471885336273,0.0275,romantic
"Sanchari (From ""Radhe Shyam"")",Anirudh Ravichander,1ysF7N4pb8cQeyDyEgsPq1,0.689,0.347,0.137,0.6952829345332102,0.0387,romantic
Burra Paadavuthadhe,Ghibran,11uLZDuAUkDIeEqLJ4NnPr,0.77,0.19,0.664,0.8094698888524688,0.288,cheerful
Maguva Maguva - Telugu,Thaman S,6LFJ5QC9Pa9RAnEzBymFTZ,0.467,0.81,0.114,0.7369409100390358,0.0315,Chill
Bullet,Suresh Bobbili,0GqQt131JJ0EvhqSdrzwgz,0.482,0.354,0.103,0.8268720760451742,0.134,romantic
You Rock My World,Devi Sri Prasad,0b8CEM2kGkYuHCooyyD0SY,0.821,0.052,0.367,0.7215650049167139,0.0895,energetic
Idi Nijame,Raghuram,7A21ZDOyoT55A02q5LCy8G,0.538,0.645,0.0956,0.8255311540868322,0.0464,romantic
Seethalu Singaram,K. V. Mahadevan,3mIdmWYEmWZcKm4d5TjWGq,0.499,0.92,0.714,0.703030483625853,0.0821,cheerful
"Vasthadu Naaraaju, Pt. 1",P.Adinarayana Rao,4OsLaYdGnrIP4kMAx1YVqF,0.609,0.829,0.128,0.8168002622247386,0.0798,Chill
Maruvaali (From Thoota),Darbuka Siva,5zOZqyCysTCZ7CzVlZPZxu,0.549,0.0229,0.0863,0.7894752525403022,0.0351,energetic
Attantode,Chakri,1meJnxn9MwHVGS5rLHzIkM,0.846,0.22,0.106,0.7200154950981854,0.129,energetic
Paatammathone Pranam Naaku Chaduvulammara,Rambabu Yasarapu,1ORIAhL0cVuRJTLKtuXweZ,0.668,0.736,0.153,0.7367621204445902,0.101,Chill
Vayasunami,Mani Sharma,0zcuKrize0rRw3lLWYSyjK,0.746,0.11,0.072,0.7695104144938765,0.286,energetic
Raye Raye Pillo Ramanamma,Boddu Dilip Kumar,4EY0lz3WLIAYYSpHkarQdM,0.688,0.155,0.128,0.8680532792991448,0.0736,energetic
Star Star,Raj-Koti,3VXtJcYAkMRexPhiM72G3s,0.608,0.571,0.115,0.8525581811138592,0.228,romantic
Sritha Kamalaa Kuch Mandala,M. Balamuralikrishna,4JGYatakLtgBE8NBRVPDtv,0.512,0.764,0.172,0.5009088471050986,0.0446,Chill
Mukundha Mukundha,Himesh Reshammiya,0W6rzOcmUJpBMqFZEt7qQM,0.768,0.461,0.166,0.7884919097708514,0.086,romantic
Naa Gadhiloki Ra,Various Artists,0wX0nbK3ll9lWl89NU04yU,0.476,0.0916,0.276,0.7390565869066421,0.172,energetic
Notanki Notanki,Thaman S,34HgEgb7rBnrhbSG68jg46,0.931,0.764,0.067,0.7392055782353467,0.092,romantic
Sulthana,Ravi Basrur,7cNebZz7NXdrFzFOiqY5W5,0.619,0.092,0.147,0.7558628087845287,0.0556,energetic
Pilla Picture Perfect,Sunny M.R.,3na6VGHw5UrfEUHeHdAN6m,0.806,0.264,0.118,0.8118835483774844,0.0525,energetic
Bullui Gownu,Mani Sharma,6x9krSdO7lKBGZ93EAXkNi,0.766,0.0358,0.127,0.7766619982717007,0.42,energetic
Nalla Nallani Kalladaana,Thirupathi Matla,4CF1qZEFyHsaptDiNGpH9r,0.783,0.466,0.129,0.8003218212700021,0.133,romantic
Rise Up,Hymath Mohammed,3PN0VaR0Nm0IOOulLtePlz,0.667,0.0768,0.445,0.7935576149468102,0.0782,energetic
Vayyari Kalahamsika,M. M. Keeravani,1hilRnyhXvAxFnNm2KQFWc,0.685,0.647,0.162,0.7199261003009625,0.0442,romantic
Maha Maha,Anand,7Bhj8vSkYs6FWFm9gGJ4Pp,0.969,0.155,0.113,0.7915313328764266,0.0986,energetic
Girra Girra,Devi Sri Prasad,5g5ugs1gZb1ND72cs8UO6W,0.825,0.113,0.212,0.8012157692422301,0.0864,energetic
Madhilo Veenalu,S. Rajeswara Rao,3F4UEd3EbHPrt79lphYcLZ,0.505,0.854,0.295,0.7992192854375876,0.0308,Chill
Ayyo Ayyo,Gopi Sundar,0Gce7ovBLcUOK3jXOiScRt,0.85,0.142,0.113,0.7470425221252124,0.0621,energetic
Gichchi Gichchi,Sandeep Chowta,2bgu8NAkB5T7gV9wyOIYnv,0.826,0.122,0.208,0.709347715962931,0.13,energetic
Kalala,Ilaiyaraaja,4l28GUwdenLFZd9RfyP0uD,0.462,0.805,0.176,0.7058911171369826,0.0522,Chill
Manmadha,Mani Sharma,5yVtIf7BBc8lQejmHCXZWD,0.689,0.0172,0.165,0.6774635716201318,0.276,energetic
Dillaku Dillaku,Mani Sharma,7D4yGSGgtlMECMbm4djH2C,0.868,0.172,0.285,0.7471021186566942,0.132,energetic
Andhama Andhama,Raj-Koti,6wfvttks8elZeW0h1IeAfp,0.675,0.718,0.38,0.6579159092940792,0.14,cheerful
Dhaani Kudi Bhujam Meeda,Various Artists,5xh4ZQM0HJfe3fRwyHgm9z,0.777,0.127,0.066,0.7991894871718467,0.129,energetic
Javali - 1 Min Music,Sruthi Ranjani,0vxfxHXh1ME8WyMMllbQQh,0.615,0.721,0.0631,0.7477874787687357,0.0749,Chill
Love Dhebba,Devi Sri Prasad,3voVT9SGPZCT6tYXVbwAao,0.788,0.0827,0.114,0.8567895348490718,0.144,energetic
Oka Laila Kosam,Anup Rubens,0VXsLl9qSARZ6FmGm3lVN2,0.687,0.13,0.0873,0.7512738758604249,0.0477,energetic
Nadaka Kalisina,Koti,45miWbAjQm6mzQYDqtzxh9,0.792,0.649,0.0392,0.5183706308292858,0.127,romantic
O Sayonara,Devi Sri Prasad,2O0gfUalCw8AM1KE3Tru2e,0.601,0.0166,0.121,0.8728508000834352,0.0389,energetic
No Keyia,Yuvan Shankar Raja,7aPidH3f8hduPEnKAHcWH2,0.635,0.00861,0.0869,0.7799100092374625,0.0449,energetic
Jabilli Kosam-Female,Anirudh Ravichander,6fHHHdRItjZBM3gfh9SIQN,0.532,0.454,0.268,0.8371226794600555,0.0289,romantic
Ekkada Unnavo Na Bangaru,Pop Shalini,6JKWo72pKrfWznCWrnCwys,0.721,0.293,0.2,0.7337822938704968,0.055,energetic
Adiga Adiga,Gopi Sunder,5Mo0zkOAPtR2rW9kL29X37,0.393,0.907,0.0985,0.5897672755445633,0.0347,Chill
Andhari Bhanduvayya,Vandemataram Srinivas,74VFvLwTnReHu8RFHaahx7,0.66,0.187,0.737,0.8146249888256504,0.0856,cheerful
In the Night,M. M. Keeravani,1fE19GDJd111mQIAlgoSf8,0.81,0.138,0.211,0.7248428141482166,0.108,energetic
Nee Kannulu,Shekar Chandra,1iyWzBAthsLghPEvAC4Aup,0.936,0.304,0.0278,0.7929020531005095,0.0829,energetic
Manasainadhi,Vaishali Prabhakar,2veMtmqzzr2VwCHESnfNS4,0.753,0.306,0.622,0.793200035757919,0.0486,cheerful
Chengaavi Rangucheera,K. V. Mahadevan,0WTTzlVyL9I7JD0aGsn4JZ,0.648,0.877,0.128,0.31466968622426184,0.259,Chill
Idhera Telangana Odhyamana Ilaka,Mangli,1jBoyZzBdIjF6uCUJQHQtr,0.86,0.728,0.122,0.8263357072618374,0.18,romantic
Chethilona Cheyyesi,M. M. Keeravani,7DlEaYhJrUI9wye7XHkawP,0.649,0.62,0.0965,0.5914657766917966,0.0466,romantic
Avune Thaane Nannene,S. P. Kodandapani,5Yn09sAsBSjKdFWznt2QYu,0.47,0.963,0.143,0.5721267022259304,0.0472,Chill
Ee Raathale,Justin Prabhakaran,77feKtBcyhRv4SE2u6dd9R,0.63,0.0284,0.107,0.7119103668166513,0.0311,energetic
Aa Ante,Devi Sri Prasad,0osnJEcmFX4tzO9MS8feMn,0.781,0.0343,0.0826,0.7346464435769838,0.241,energetic
Bhogi Mantalu Sankranthulu,Mangli,7IasDkBoUBmZM1Dt4g8Em4,0.769,0.135,0.114,0.7123275425370243,0.17,energetic
Kilikki - Tribute to Team Baahubali,Smita,6HtynLgYJ1rqwJrWnq8uvu,0.805,0.359,0.51,0.8676957001102537,0.11,cheerful
Neeve,Vishwajeet Deshpande,2OkzzsjzDFMX7xdfdyufGL,0.433,0.671,0.0993,0.6369379302124617,0.0361,Chill
Allukunnadi Jallumannadi,A.R. Rahman,77ZHzgtDblzFegTVV7CKNR,0.817,0.0195,0.0501,0.7261539378408177,0.0763,energetic
Nenante Naaku,Devi Sri Prasad,1ZGYkHKvevVio9h3XePZ6m,0.684,0.367,0.111,0.8468369140915999,0.143,romantic
Erraroi,Raj-Koti,1JCCjJioH8xOWT4ywyAeiw,0.684,0.728,0.158,0.8686790428797044,0.228,romantic
Rowdy Pattasu,Santhosh Dhayanidhi,2MqnICT1QJ6tCdqhIUtx8o,0.859,0.261,0.14,0.7614350844780834,0.184,energetic
Dailamo,Vijay Antony,3fpuX1wWDSkniklnGUGEKU,0.77,0.0445,0.576,0.8425757620906463,0.0633,energetic
Pistha Pistha,Yuvan Shankar Raja,1BggQQ0CxZ3K8y6iccidht,0.781,0.0343,0.0386,0.8008581900533389,0.0359,energetic
Simhamanti,Chakri,32ci4xDL7wuQOQ5hJq1wMZ,0.584,0.284,0.0493,0.7509758932030156,0.385,energetic
Pillaa,Devi Sri Prasad,5kbbxnCZxypk6LpZETgnrh,0.744,0.549,0.0418,0.9092046842873744,0.101,romantic
Nene Specialu,Anudeep Dev,3WvvMKXgv7LqGw03tgGFib,0.605,0.412,0.0915,0.7627164099049436,0.211,romantic
Doli Doli,S.A. Rajkumar,1uM42JWIQOpcYvuIx95tvi,0.71,0.432,0.252,0.8001430316755564,0.0865,romantic
Srikanthimati - Raga Hemavati - Adi,U. Srinivas,2ZDdlty7GrKywhF1YbAFmt,0.442,0.949,0.35,0.3934860991090319,0.0709,Chill
Dharma Jyothi (Mangala Slokam),Hamsa Lekha,7jWpJvQnsJfHUcuANVMyug,0.365,0.883,0.15,0.6763908340534581,0.0315,Chill
Alludu Seenu,Devi Sri Prasad,0z0iqIwW4jtWgqucH5agDZ,0.721,0.11,0.304,0.8374504603832057,0.155,energetic
Nenetta Chadavali,Charan Arjun,38NYIGbeblxGoD2QGrIxlC,0.462,0.778,0.123,0.7362853481927352,0.0596,Chill
Poosindi Poosindi,M. M. Keeravani,2F96pGYTiBHXw48StHs2fv,0.582,0.779,0.103,0.6194165499567925,0.128,Chill
Maagha Maasam,S.V.Krishna Reddy,6NYioLlO0O0PlFvI7M1TqZ,0.778,0.54,0.556,0.7403081140677613,0.066,cheerful
Naruda O Naruda,Madhavapeddi Suresh,4DfExyLoRqolm0nraQb0RM,0.453,0.696,0.255,0.7868530051551,0.0696,Chill
"Jaabilitho Cheppanaa (From ""Vetagadu"")",S. P. Balasubrahmanyam,7fGuB7B3ZVKRFodi8MYBii,0.427,0.977,0.692,0.6307100926726066,0.0553,cheerful
Ghani Anthem,Thaman S,4Ek9XbP8FHnjjuOXQ5kLAh,0.724,0.18,0.113,0.8277958222831432,0.0634,energetic
"What A Jodi (From ""Ginna"")",Various Artists,32GfVtIphbCY5X4xrCbh3w,0.843,0.499,0.111,0.8169492535534433,0.11,romantic
Deham Thiri,A.R. Rahman,0870CqL7MYh5JsMEbCbWQy,0.626,0.00162,0.309,0.7284186060371287,0.0343,energetic
Meriseti Jaabila,Vandemataram Srinivas,1on5zlVE66QGqau019WtOJ,0.774,0.196,0.76,0.8852766768974046,0.076,cheerful
Bhale Manchi Roju,Ghantasala,6BF7JPKXh9XcFm4AZfrlFa,0.568,0.956,0.142,0.8307458505914956,0.0436,Chill
Bomma Adirindhi,Thaman S,6C973InqBs20JEt5n71BY6,0.797,0.166,0.0767,0.6757352722071576,0.171,energetic
Pepsi Aunty,Mani Sharma,1H4O1enEBoqoBlrBs7H3tK,0.813,0.332,0.0917,0.8751452665454871,0.0555,energetic
Vongamaaku,K. Chakravarthy,2lzk3tKHHXXuQ8rinMXa90,0.408,0.912,0.678,0.7868828034208409,0.0859,cheerful
Bangaara,Anup Rubens,6zKufRj33vEFId3ItVnJHA,0.565,0.348,0.111,0.742274799606663,0.312,romantic
Kalam Nitho Naduvadu,Manukota Prasad,1xuUd40LDv75azYmODv3zR,0.826,0.167,0.12,0.7599153729252958,0.0522,energetic
Iraga Iraga,Vishal-Shekhar,6Zik19tMLPOaY5NHOGbhQj,0.698,0.435,0.133,0.7885813045680742,0.165,romantic
Yekkandayya Babu,Raj-Koti,3k0cPvg1LaDinrZzUq323z,0.885,0.687,0.226,0.7253195864000715,0.252,romantic
Naa Pere Kanchanamaala,Devi Sri Prasad,5ajzt1l6fJJ2msW6vigh0F,0.872,0.299,0.0799,0.7001698501147233,0.158,energetic
Last Bench,B. Ajaneesh Loknath,2q0EHeFHe0dNnq6DF2UcTe,0.886,0.593,0.0658,0.8133436633987903,0.457,romantic
Saapatu Yetuledhu,M. S. Viswanathan,1duj9VLRae7V5JBheRouSK,0.458,0.657,0.303,0.6091659465419113,0.215,Chill
Antha Ramamayam,M. M. Keeravani,12z9wevpj9lAsThgysGmZI,0.493,0.642,0.201,0.7163503084120504,0.0759,Chill
Netha Cheera,Anup Rubens,0jYdNiFwjhzye1Ga5W1vaT,0.706,0.702,0.398,0.7085431627879257,0.328,cheerful
Rave Kannamma,Dhanunjay Seepana,30bhogUDJIPFApS7OmrQQD,0.571,0.388,0.0837,0.7205816621472632,0.0735,romantic
"Sarasuda Varnam (Raga Saveri, Aadi Tala): Jaya Jaya (Raga Nattai, Khanda Chapu Tala)",Nirmala Rajasekar,5wZQXUcphAyBZfVdWmAiYX,0.436,0.816,0.0939,0.6248994308531244,0.0671,Chill
Sandhehinchakumammu,Ghantasala,2HYHXN4eTttmiX5Y6gvKjI,0.502,0.954,0.128,0.8721654399713937,0.0355,Chill
Evunnadakko,Vandemataram Srinivas,79Lj1EWwcTdjWmIfXv9PJq,0.757,0.699,0.119,0.6782085282636552,0.0542,romantic
Neeli Neelakantuda,Mangli,2lr7Kon2aSFmjOoOphb66T,0.682,0.4,0.105,0.8038976131589142,0.342,romantic
Ottasi Cheppava,M. M. Keeravani,3lO0Dh7DqQTYTpyn6panns,0.775,0.615,0.053,0.682797461187759,0.106,romantic
Podi Podi Vana,Shirisha,6klFNkM1d9RDrChoNPJj5W,0.818,0.437,0.0995,0.8424863672934235,0.211,romantic
Rock &amp; Rol,Mani Sharma,6lfQ6JLxRNrw78XbqeDqSW,0.825,0.102,0.183,0.7116421824249829,0.0662,energetic
Gaaradi Chese Kannulatho,T.Chalapathi Rao,0PjcpOeMpBya5g2HNKmGtA,0.579,0.926,0.326,0.5594028427545518,0.0733,Chill
"Pakka Local (From ""Janatha Garage"")",Devi Sri Prasad,1ERvQ6CAeMNUvaPWtitqdw,0.54,0.293,0.127,0.8708245180130516,0.219,energetic
Nee Guduchedirindi,Ilaiyaraaja,5RHOObbwyaNSgvBM84Zu4m,0.634,0.627,0.0874,0.7676927202836795,0.0336,romantic
Vathapi Ganapathim Bhajeham,Various Artists,4w6p6n3uIVfRa6QGznDNQw,0.641,0.0991,0.0876,0.6735897970738104,0.0406,energetic
Pikaso Chitrama,Vandemataram Srinivas,01mhCxW3jRRHL6cpgvXsXP,0.823,0.203,0.0714,0.4893471199976162,0.0855,energetic
"Ra Ra Rakkamma (From ""Vikrant Rona"")",Nakash Aziz,0DLvpi8qTOTbS7Qet7AsCi,0.832,0.517,0.0857,0.7928126583032868,0.0959,romantic
Bhavamulona,Sooryagayathri,6WwOZVfGMW5aNGyOXulNFd,0.537,0.686,0.0743,0.7651598676957001,0.0449,Chill
Bharat Ane Nenu (The Song Of Bharat),Devi Sri Prasad,3bydTwhtFIdescvPHQuLW6,0.715,0.499,0.136,0.7476980839715128,0.0275,romantic
Amaraaraama,M. M. Keeravani,0awbJt9uC0Y3XajnA10yDo,0.645,0.696,0.104,0.7879555409875145,0.0268,romantic
Bommanu Geesthey,Devi Sri Prasad,3WkFzi4WS4PeJhHMn2Zbnl,0.78,0.0742,0.136,0.7225185494204238,0.0301,energetic
Mercury Poolu,A.R. Rahman,648RaVC9dc5ai7NabYQWzL,0.826,0.169,0.328,0.6369677284782026,0.123,energetic
Nani Vayase,A.R. Rahman,6lefqVOtD2CAD52sFGZXca,0.844,0.0258,0.337,0.7458207932298341,0.0817,energetic
Premante Yemitante,Mani Sharma,3ifRlg8LIHyW3XsIhtsqUr,0.746,0.254,0.114,0.7797610179087577,0.09,energetic
Neekosam,M. M. Keeravani,77GItNfB7BAh26RwZWEdxb,0.772,0.194,0.0962,0.7668881671086742,0.121,energetic
Emandoi Sreevaru,K. V. Mahadevan,7vQVJKmZ9gTQp6z5WsPcKM,0.648,0.981,0.111,0.5336571411543849,0.111,Chill
Soodu Soodu,Anup Rubens,3BPjVj8Gukgbz6uBLmfkxn,0.754,0.145,0.187,0.7419172204177718,0.101,energetic
Nuvvu Nenu,M. M. Keeravani,54XqmpDTyCx2rdKOic5zon,0.777,0.723,0.403,0.8122411275663757,0.0402,cheerful
Arey O Samba,Bappi Lahiri,0LIQsQm8BtkLJdcaWcFGue,0.641,0.6,0.0733,0.5590750618314015,0.0757,romantic
,Various Artists,7oAFfJCM9b9jd9MSAYHdG6,0.887,0.0297,0.0741,0.7551774486724874,0.0745,energetic
Jatha Kalise,Devi Sri Prasad,7IsCmld8aCYXj1NbSn9t2K,0.78,0.262,0.039,0.7769003843976281,0.0429,energetic
,Various Artists,4q3YoVUzrC5q5F36KW3kYx,0.791,0.0116,0.0766,0.7690336422420215,0.0722,energetic
Ammadu Let's Do Kummudu,Devi Sri Prasad,4jy2ORlpTbFqI07KO3LgWI,0.537,0.0917,0.066,0.8207932298340237,0.101,energetic
Bonam Ethinamu,Mangli,4XvIXIBzhBy8XOsD4mZ2Af,0.696,0.758,0.114,0.79227628951995,0.349,romantic
Edo Edo Annadi,Sajid,70ZUb6iEzl6VPupnzdLTOu,0.457,0.844,0.394,0.7572931255400936,0.0284,Chill
Master Coming,Anirudh Ravichander,7LSlA4HRXqhJJeQjq3Hm4R,0.676,0.281,0.0454,0.8726124139575077,0.237,energetic
Manasu Maree,Amit Trivedi,57xczqwxDF0HZsuPyVEJXa,0.695,0.767,0.106,0.7721624601448196,0.0316,Chill
Chamka Chamka,Mani Sharma,5VyermuB4A16R4eBmkofQD,0.826,0.0303,0.327,0.778271104621711,0.0613,energetic
Kodi Koora,Devi Sri Prasad,3WGkAjS44xJdoUb1H4Gzaz,0.782,0.423,0.16,0.7558032122530469,0.17,romantic
Nizam Babulu,Ramana Gogula,27iqHA4vPtmWSSckQ82Pxs,0.783,0.375,0.511,0.87109270240472,0.108,cheerful
Pagale Vennela,S. Rajeswara Rao,6azwNzJ05fm6Ahfqa7AtaF,0.469,0.955,0.399,0.6320808128966895,0.0494,Chill
"Jollyo Gymkhana (From ""Beast"")",Anirudh Ravichander,4VvMqPTlw4qN7KiJ8OSV1S,0.675,0.0538,0.0606,0.7459697845585387,0.311,energetic
Intikeldam Padavammo..,Sri,5Juy3dAEP19CkvvMUrslK7,0.818,0.268,0.301,0.8570279209749992,0.0624,energetic
Made In Andhra,Ramana Gogula,4YI0KYP59ohWbEnM4owHcI,0.809,0.165,0.0898,0.8379272326350606,0.189,energetic
"Yentha Sakkagunnave (From ""Rangasthalam"")",Devi Sri Prasad,6xyA0jq8yXAF1vQ6AK1vI5,0.883,0.497,0.156,0.7150689829851903,0.068,romantic
Va va Laddanna Chittaboina laddu yadav,Mana Hyderabadi Folk,0YsvI03o6y9S0DYMmhB6tc,0.682,0.536,0.297,0.6663190202330225,0.119,romantic
Divi Darula,Ilaiyaraaja,5M15gIgOM1rUyKXjncGtKh,0.586,0.824,0.106,0.7162907118805686,0.0293,Chill
Andamaina Premarani,A.R. Rahman,4eEr2PZB3WJp74qkxzQrLS,0.87,0.00299,0.119,0.5989749396585119,0.145,energetic
Gundello,Mani Sharma,4QdALUGycjCaXbnX9BPEAf,0.828,0.212,0.0933,0.8420393933073096,0.0668,energetic
Devatalaaraa,S.V.Krishna Reddy,5XIDz8VUT0bIIQdT7QspoG,0.749,0.61,0.328,0.7786584820763431,0.0629,romantic
Run Run,Devi Sri Prasad,3Hgg1fyZFaVXFbR9RTpAAU,0.851,0.0805,0.034,0.8613486695074347,0.175,energetic
Chilipi Navvula Ninu,S. Rajeswara Rao,6f4SSJFKSRVodfl0g9x9DC,0.334,0.896,0.303,0.862570398402813,0.0353,Chill
Endhukuley Ila,R. P. Patnaik,2JydWKBSIcpCVgELNWTYSu,0.453,0.508,0.0768,0.8097976697756191,0.0563,romantic
Private Party,Thaman S,55lcV76gPJUqAnHj3Z9xRd,0.715,0.559,0.138,0.7988617062486963,0.0384,romantic
Ennenno Janmala Bandham,Rajan–Nagendra,5IuY8hQeWKTn6Ld2rbq8wC,0.449,0.923,0.843,0.5848207634315683,0.0368,cheerful
Attaanti Ittaanti,Mani Sharma,7EpWgkPSI5hAxuQUjYJGqK,0.596,0.36,0.21,0.8121219345034119,0.361,romantic
Idhi Tholi Rathri,Laxmikant–Pyarelal,5bX7nCOsJ9ISJ6Q3yGV1Q2,0.481,0.801,0.097,0.6003158616168539,0.039,Chill
Radhamma Radhamma,Anup Rubens,4sgR41xdMexHaIkDoc2uO2,0.697,0.367,0.0976,0.7218331893083823,0.358,romantic
Katta Meedi Maanu - Kaayalla Maanu,Akhilesh Gogu,4oHqA13o7528sRcKZvxhRP,0.799,0.547,0.103,0.8383444083554337,0.0981,romantic
Rajula,Vijay Antony,7eyl9pJqvtm3RwKe1odx8Q,0.729,0.365,0.13,0.7426025805298132,0.25,romantic
Militham,Harsha Prawin,306Kzj82j9iDRicUDtEIu0,0.769,0.0927,0.107,0.7536577371196996,0.0274,energetic
